ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
9,Buenos Aires,Argentina Open,2/11/22,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Coria F.,8,65,4065,971,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,1.25,4.51,1.27,5,1.21,4.38
9,Buenos Aires,Argentina Open,2/11/22,ATP250,Outdoor,Clay,Quarterfinals,3,Sonego L.,Verdasco F.,22,201,1962,325,6,4,7,6,,,,,,,2,0,Completed,1.28,3.75,1.32,3.78,1.32,4.04,1.29,3.57
9,Buenos Aires,Argentina Open,2/12/22,ATP250,Outdoor,Clay,Quarterfinals,3,Schwartzman D.,Cerundolo F.,15,107,2550,651,3,6,6,2,7,5,,,,,2,1,Completed,1.3,3.5,1.33,3.69,1.34,4,1.3,3.48
9,Buenos Aires,Argentina Open,2/12/22,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Delbonis F.,8,42,4065,1312,6,3,6,3,,,,,,,2,0,Completed,1.16,5,1.25,4.44,1.26,5.08,1.21,4.38
9,Buenos Aires,Argentina Open,2/12/22,ATP250,Outdoor,Clay,Semifinals,3,Schwartzman D.,Sonego L.,15,22,2550,1962,7,5,3,6,6,2,,,,,2,1,Completed,1.53,2.5,1.65,2.36,1.65,2.5,1.57,2.38
9,Buenos Aires,Argentina Open,2/13/22,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Schwartzman D.,8,15,4065,2550,5,7,6,2,6,3,,,,,2,1,Completed,1.44,2.75,1.46,2.94,1.5,3.16,1.42,2.85
10,Dallas,Dallas Open,2/7/22,ATP250,Indoor,Hard,1st Round,3,Anderson K.,Querrey S.,101,118,699,605,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,1.52,2.7,1.56,2.75,1.5,2.55
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Nakashima B.,Millman J.,82,89,802,738,7,5,7,6,,,,,,,2,0,Completed,1.4,3,1.34,3.5,1.42,3.75,1.34,3.22
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Thompson J.,Lopez F.,83,102,800,686,7,5,6,3,,,,,,,2,0,Completed,1.33,3.4,1.44,2.99,1.44,3.41,1.36,3.1
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Giron M.,Sandgren T.,70,163,918,400,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,1.61,2.45,1.61,2.7,1.52,2.52
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Broady L.,Gojowczyk P.,121,97,589,713,6,1,6,4,,,,,,,2,0,Completed,1.5,2.62,1.49,2.78,1.51,2.92,1.47,2.63
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Rodionov J.,Cressy M.,153,59,449,1047,7,6,4,6,6,1,,,,,2,1,Completed,4,1.25,3.8,1.31,4.36,1.31,3.79,1.26
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Stebe C.M.,Kudla D.,231,105,269,664,7,6,3,6,6,3,,,,,2,1,Completed,1.8,2,1.91,1.98,1.95,2.03,1.86,1.92
10,Dallas,Dallas Open,2/8/22,ATP250,Indoor,Hard,1st Round,3,Sock J.,Otte O.,147,84,464,789,6,4,6,4,,,,,,,2,0,Completed,2.3,1.61,2.26,1.7,2.33,1.75,2.19,1.66
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,Chakravarthi C.,150,N/A,454,N/A,6,1,6,0,,,,,,,2,0,Completed,1.02,17,1.02,19.65,1.04,23,1.02,15.03
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,1st Round,3,Nishioka Y.,Krueger M.,108,166,640,388,6,4,6,4,,,,,,,2,0,Completed,1.57,2.37,1.61,2.44,1.67,2.44,1.59,2.34
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Johnson S.,57,93,1074,719,6,7,6,2,7,6,,,,,2,1,Completed,1.72,2.1,1.83,2.08,1.83,2.14,1.77,2.04
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Altmaier D.,100,81,704,803,4,6,6,3,6,4,,,,,2,1,Completed,2,1.8,2.05,1.85,2.21,1.85,2.07,1.74
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,2nd Round,3,Giron M.,Broady L.,70,121,918,589,3,6,6,3,6,1,,,,,2,1,Completed,1.66,2.2,1.67,2.36,1.67,2.42,1.63,2.26
10,Dallas,Dallas Open,2/9/22,ATP250,Indoor,Hard,2nd Round,3,Thompson J.,Nakashima B.,83,82,800,802,7,5,7,6,,,,,,,2,0,Completed,3.4,1.33,3.89,1.3,3.89,1.36,3.45,1.3
10,Dallas,Dallas Open,2/10/22,ATP250,Indoor,Hard,2nd Round,3,Isner J.,Anderson K.,26,101,1801,699,7,6,6,7,7,6,,,,,2,1,Completed,1.72,2.1,1.71,2.28,1.75,2.3,1.7,2.14
10,Dallas,Dallas Open,2/10/22,ATP250,Indoor,Hard,2nd Round,3,Fritz T.,Sock J.,19,147,2310,464,6,1,6,4,,,,,,,2,0,Completed,1.3,3.5,1.32,3.72,1.36,3.84,1.3,3.44
10,Dallas,Dallas Open,2/10/22,ATP250,Indoor,Hard,2nd Round,3,Pospisil V.,Rodionov J.,150,153,454,449,6,7,7,6,6,2,,,,,2,1,Completed,1.4,3,1.42,3.14,1.42,3.2,1.38,2.98
10,Dallas,Dallas Open,2/10/22,ATP250,Indoor,Hard,2nd Round,3,Brooksby J.,Seppi A.,54,100,1083,704,6,3,3,6,6,3,,,,,2,1,Completed,1.2,4.5,1.21,4.99,1.21,5.58,1.18,4.72
10,Dallas,Dallas Open,2/11/22,ATP250,Indoor,Hard,2nd Round,3,Opelka R.,Stebe C.M.,23,231,1846,269,7,6,7,6,,,,,,,2,0,Completed,1.25,4,1.27,4.18,1.3,4.4,1.25,3.88
10,Dallas,Dallas Open,2/11/22,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Nishioka Y.,57,108,1074,640,6,3,6,1,,,,,,,2,0,Completed,1.53,2.5,1.55,2.63,1.58,2.86,1.52,2.49
10,Dallas,Dallas Open,2/11/22,ATP250,Indoor,Hard,Quarterfinals,3,Brooksby J.,Thompson J.,54,83,1083,800,6,3,6,0,,,,,,,2,0,Completed,1.36,3.2,1.42,3.13,1.43,3.45,1.38,3.02
10,Dallas,Dallas Open,2/11/22,ATP250,Indoor,Hard,Quarterfinals,3,Giron M.,Fritz T.,70,19,918,2310,6,4,3,6,7,6,,,,,2,1,Completed,4.33,1.22,5.08,1.21,5.1,1.27,4.35,1.21
10,Dallas,Dallas Open,2/12/22,ATP250,Indoor,Hard,Quarterfinals,3,Isner J.,Pospisil V.,26,150,1801,454,6,4,6,4,,,,,,,2,0,Completed,1.61,2.3,1.67,2.35,1.68,2.43,1.62,2.28
10,Dallas,Dallas Open,2/12/22,ATP250,Indoor,Hard,Quarterfinals,3,Opelka R.,Mannarino A.,23,57,1846,1074,6,3,6,4,,,,,,,2,0,Completed,1.61,2.3,1.68,2.32,1.69,2.4,1.63,2.27
10,Dallas,Dallas Open,2/12/22,ATP250,Indoor,Hard,Semifinals,3,Opelka R.,Isner J.,23,26,1846,1801,7,6,7,6,,,,,,,2,0,Completed,1.66,2.2,1.71,2.28,1.74,2.35,1.66,2.21
10,Dallas,Dallas Open,2/13/22,ATP250,Indoor,Hard,Semifinals,3,Brooksby J.,Giron M.,54,70,1083,918,6,4,6,7,7,6,,,,,2,1,Completed,1.44,2.75,1.42,3.13,1.44,3.13,1.4,2.91
10,Dallas,Dallas Open,2/13/22,ATP250,Indoor,Hard,The Final,3,Opelka R.,Brooksby J.,23,54,1846,1083,7,6,7,6,,,,,,,2,0,Completed,1.8,2,1.9,2.01,1.91,2.16,1.78,2.03
11,Rotterdam,ABN AMRO World Tennis Tournament,2/7/22,ATP500,Indoor,Hard,1st Round,3,Mcdonald M.,Basilashvili N.,49,21,1121,2016,6,3,6,2,,,,,,,2,0,Completed,1.61,2.3,1.65,2.37,1.68,2.4,1.61,2.29
11,Rotterdam,ABN AMRO World Tennis Tournament,2/7/22,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Goffin D.,34,47,1486,1156,6,0,6,3,,,,,,,2,0,Completed,1.33,3.4,1.36,3.41,1.38,3.63,1.32,3.36
11,Rotterdam,ABN AMRO World Tennis Tournament,2/7/22,ATP500,Indoor,Hard,1st Round,3,Hurkacz H.,Tsonga J.W.,11,247,3308,245,6,4,7,6,,,,,,,2,0,Completed,1.2,4.5,1.22,4.83,1.23,5.2,1.19,4.55
11,Rotterdam,ABN AMRO World Tennis Tournament,2/7/22,ATP500,Indoor,Hard,1st Round,3,Norrie C.,Humbert U.,13,41,2865,1318,6,2,6,4,,,,,,,2,0,Completed,1.72,2.1,1.71,2.25,1.76,2.25,1.69,2.15
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Karatsev A.,62,14,1011,2633,2,6,7,6,7,6,,,,,2,1,Completed,2.3,1.61,2.3,1.68,2.33,1.71,2.2,1.66
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Khachanov K.,Popyrin A.,28,66,1748,955,6,7,6,1,7,6,,,,,2,1,Completed,1.33,3.4,1.39,3.23,1.39,3.5,1.34,3.25
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Rublev A.,Laaksonen H.,7,85,4565,784,6,4,6,4,,,,,,,2,0,Completed,1.12,6,1.2,5.78,1.2,6,1.14,5.57
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Lehecka J.,Shapovalov D.,137,12,522,2930,6,4,6,4,,,,,,,2,0,Completed,5,1.16,4.7,1.22,5.5,1.22,4.7,1.18
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Musetti L.,Ymer M.,63,75,995,863,6,3,6,7,6,3,,,,,2,1,Completed,2.62,1.5,2.74,1.51,2.9,1.53,2.65,1.47
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Davidovich Fokina A.,4,46,7145,1160,7,5,6,7,6,4,,,,,2,1,Completed,1.2,4.5,1.24,4.6,1.24,5,1.21,4.35
11,Rotterdam,ABN AMRO World Tennis Tournament,2/8/22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Zapata Miralles B.,51,129,1114,558,6,1,6,2,,,,,,,2,0,Completed,1.22,4.33,1.24,4.53,1.26,4.55,1.21,4.3
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,1st Round,3,Fucsovics M.,Krajinovic F.,38,36,1357,1414,3,6,6,3,6,2,,,,,2,1,Completed,2.1,1.72,2.11,1.8,2.13,1.81,2.06,1.76
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,1st Round,3,Ivashka I.,Harris L.,48,35,1134,1477,6,2,6,3,,,,,,,2,0,Completed,2.1,1.72,2.2,1.74,2.24,1.8,2.1,1.73
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Gerasimov E.,9,126,3818,564,3,6,6,2,6,2,,,,,2,1,Completed,1.22,4.33,1.26,4.22,1.28,4.33,1.24,3.94
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,1st Round,3,Kwon S.W.,Gaston H.,53,69,1095,921,6,3,6,3,,,,,,,2,0,Completed,1.36,3.2,1.53,2.66,1.53,3.2,1.43,2.81
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,1st Round,3,Murray A.,Bublik A.,95,31,716,1638,7,6,6,4,,,,,,,2,0,Completed,1.66,2.2,1.68,2.29,1.78,2.35,1.66,2.2
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Mcdonald M.,34,49,1486,1121,7,6,1,6,6,4,,,,,2,1,Completed,1.4,3,1.47,2.92,1.49,3.15,1.42,2.84
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,2nd Round,3,Musetti L.,Hurkacz H.,63,11,995,3308,6,3,5,7,6,3,,,,,2,1,Completed,3.75,1.28,3.79,1.31,3.95,1.33,3.59,1.29
11,Rotterdam,ABN AMRO World Tennis Tournament,2/9/22,ATP500,Indoor,Hard,2nd Round,3,Norrie C.,Khachanov K.,13,28,2865,1748,6,4,7,6,,,,,,,2,0,Completed,1.9,1.9,2.06,1.85,2.08,1.96,1.91,1.87
11,Rotterdam,ABN AMRO World Tennis Tournament,2/10/22,ATP500,Indoor,Hard,2nd Round,3,Lehecka J.,Van De Zandschulp B.,137,51,522,1114,1,6,6,4,6,4,,,,,2,1,Completed,3,1.4,3.01,1.44,3.6,1.44,3.09,1.37
11,Rotterdam,ABN AMRO World Tennis Tournament,2/10/22,ATP500,Indoor,Hard,2nd Round,3,Rublev A.,Kwon S.W.,7,53,4565,1095,6,3,6,3,,,,,,,2,0,Completed,1.22,4.33,1.23,4.78,1.24,5.09,1.2,4.49
11,Rotterdam,ABN AMRO World Tennis Tournament,2/10/22,ATP500,Indoor,Hard,2nd Round,3,Tsitsipas S.,Ivashka I.,4,48,7145,1134,6,4,6,1,,,,,,,2,0,Completed,1.25,4,1.28,4.12,1.3,4.22,1.25,3.88
11,Rotterdam,ABN AMRO World Tennis Tournament,2/10/22,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Murray A.,9,95,3818,716,6,3,6,4,,,,,,,2,0,Completed,1.4,3,1.38,3.33,1.44,3.33,1.38,3
11,Rotterdam,ABN AMRO World Tennis Tournament,2/10/22,ATP500,Indoor,Hard,2nd Round,3,Fucsovics M.,Griekspoor T.,38,62,1357,1011,6,4,7,6,,,,,,,2,0,Completed,2,1.8,2.08,1.84,2.12,1.88,2.02,1.78
11,Rotterdam,ABN AMRO World Tennis Tournament,2/11/22,ATP500,Indoor,Hard,Quarterfinals,3,Lehecka J.,Musetti L.,137,63,522,995,6,3,1,6,7,5,,,,,2,1,Completed,2.1,1.72,2.07,1.85,2.2,1.85,2.07,1.75
11,Rotterdam,ABN AMRO World Tennis Tournament,2/11/22,ATP500,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,De Minaur A.,4,34,7145,1486,6,4,6,4,,,,,,,2,0,Completed,1.28,3.75,1.27,4.16,1.31,4.16,1.27,3.73
11,Rotterdam,ABN AMRO World Tennis Tournament,2/11/22,ATP500,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Norrie C.,9,13,3818,2865,7,5,7,6,,,,,,,2,0,Completed,1.5,2.62,1.46,2.95,1.54,2.95,1.48,2.66
11,Rotterdam,ABN AMRO World Tennis Tournament,2/11/22,ATP500,Indoor,Hard,Quarterfinals,3,Rublev A.,Fucsovics M.,7,38,4565,1357,6,4,6,3,,,,,,,2,0,Completed,1.25,4,1.24,4.55,1.29,4.62,1.24,4.08
11,Rotterdam,ABN AMRO World Tennis Tournament,2/12/22,ATP500,Indoor,Hard,Semifinals,3,Tsitsipas S.,Lehecka J.,4,137,7145,522,4,6,6,4,6,2,,,,,2,1,Completed,1.12,6,1.14,6.75,1.14,8,1.11,6.57
11,Rotterdam,ABN AMRO World Tennis Tournament,2/12/22,ATP500,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Rublev A.,9,7,3818,4565,6,7,6,4,6,2,,,,,2,1,Completed,2.1,1.72,2.27,1.71,2.28,1.75,2.16,1.7
11,Rotterdam,ABN AMRO World Tennis Tournament,2/13/22,ATP500,Indoor,Hard,The Final,3,Auger-Aliassime F.,Tsitsipas S.,9,4,3818,7145,6,4,6,2,,,,,,,2,0,Completed,2,1.8,2.06,1.85,2.3,1.85,2.05,1.78
12,Delray Beach,Delray Beach Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Otte O.,Nishioka Y.,85,108,789,640,7,6,6,3,,,,,,,2,0,Completed,2,1.8,2.07,1.83,2.1,1.85,2.02,1.78
12,Delray Beach,Delray Beach Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Cressy M.,91,59,738,1047,6,7,7,6,7,6,,,,,2,1,Completed,2.62,1.5,2.67,1.53,2.75,1.56,2.56,1.5
12,Delray Beach,Delray Beach Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Gojowczyk P.,123,96,574,713,7,5,6,4,,,,,,,2,0,Completed,1.53,2.5,1.59,2.49,1.64,2.6,1.55,2.41
12,Delray Beach,Delray Beach Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Kudla D.,81,105,818,659,6,1,6,1,,,,,,,2,0,Completed,1.25,4,1.26,4.21,1.28,4.33,1.23,4.04
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Anderson K.,99,93,699,719,6,2,6,7,6,2,,,,,2,1,Completed,2.3,1.61,2.24,1.72,2.33,1.75,2.2,1.66
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Broady L.,53,116,1109,611,6,2,6,3,,,,,,,2,0,Completed,1.53,2.5,1.51,2.7,1.57,2.7,1.51,2.54
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Krueger M.,Thompson J.,164,83,386,800,6,2,6,4,,,,,,,2,0,Completed,2.5,1.53,2.46,1.61,2.59,1.62,2.4,1.56
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Querrey S.,267,117,208,605,6,1,7,6,,,,,,,2,0,Completed,2.37,1.57,2.45,1.61,2.53,1.65,2.38,1.57
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Sandgren T.,64,161,988,400,7,5,6,3,,,,,,,2,0,Completed,1.4,3,1.39,3.24,1.47,3.4,1.37,3.06
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Kozlov S.,Gomez E.,151,149,451,459,4,6,7,5,6,3,,,,,2,1,Completed,1.66,2.2,1.59,2.47,1.73,2.47,1.62,2.27
12,Delray Beach,Delray Beach Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Kokkinakis T.,43,94,1276,719,6,4,6,1,,,,,,,2,0,Completed,1.53,2.5,1.57,2.55,1.57,2.58,1.54,2.45
12,Delray Beach,Delray Beach Open,2/16/22,ATP250,Outdoor,Hard,1st Round,3,Sock J.,Altmaier D.,141,82,484,803,2,6,6,3,6,4,,,,,2,1,Completed,1.72,2.1,1.74,2.2,1.75,2.25,1.71,2.12
12,Delray Beach,Delray Beach Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Kozlov S.,Johnson S.,151,99,451,699,6,1,6,3,,,,,,,2,0,Completed,2.37,1.57,2.41,1.64,2.55,1.64,2.38,1.57
12,Delray Beach,Delray Beach Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Istomin D.,41,267,1297,208,6,2,6,0,,,,,,,2,0,Completed,1.14,5.5,1.18,5.72,1.18,5.75,1.15,5.33
12,Delray Beach,Delray Beach Open,2/17/22,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Seppi A.,43,123,1276,574,7,5,6,3,,,,,,,2,0,Completed,1.16,5,1.18,5.63,1.19,5.63,1.17,5.01
12,Delray Beach,Delray Beach Open,2/17/22,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Otte O.,13,85,2910,789,6,3,7,5,,,,,,,2,0,Completed,1.25,4,1.3,3.95,1.3,4.3,1.24,3.93
12,Delray Beach,Delray Beach Open,2/17/22,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,Giron M.,91,64,738,988,6,3,7,6,,,,,,,2,0,Completed,2.5,1.53,2.49,1.61,2.59,1.61,2.43,1.55
12,Delray Beach,Delray Beach Open,2/17/22,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Sock J.,20,141,2051,484,6,7,7,6,6,1,,,,,2,1,Completed,1.33,3.4,1.31,3.8,1.37,3.92,1.31,3.38
12,Delray Beach,Delray Beach Open,2/17/22,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Nakashima B.,53,81,1109,818,6,4,2,6,7,5,,,,,2,1,Completed,2.37,1.57,2.32,1.68,2.41,1.71,2.26,1.63
12,Delray Beach,Delray Beach Open,2/18/22,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Krueger M.,26,164,1786,386,7,6,6,3,,,,,,,2,0,Completed,1.33,3.4,1.41,3.19,1.41,3.4,1.36,3.07
12,Delray Beach,Delray Beach Open,2/18/22,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Kozlov S.,41,151,1297,451,6,3,6,1,,,,,,,2,0,Completed,1.36,3.2,1.36,3.46,1.36,3.52,1.33,3.31
12,Delray Beach,Delray Beach Open,2/18/22,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Korda S.,13,43,2910,1276,6,2,1,6,7,6,,,,,2,1,Completed,1.9,1.9,1.98,1.93,2.15,1.95,1.97,1.83
12,Delray Beach,Delray Beach Open,2/18/22,ATP250,Outdoor,Hard,Quarterfinals,3,Opelka R.,Mannarino A.,20,53,2051,1109,7,6,3,6,6,1,,,,,2,1,Completed,1.44,2.75,1.48,2.86,1.48,3.15,1.43,2.8
12,Delray Beach,Delray Beach Open,2/19/22,ATP250,Outdoor,Hard,Quarterfinals,3,Millman J.,Dimitrov G.,91,26,738,1786,6,4,6,4,,,,,,,2,0,Completed,2.5,1.53,2.64,1.56,2.64,1.95,2.48,1.54
12,Delray Beach,Delray Beach Open,2/19/22,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Paul T.,13,41,2910,1297,6,3,6,3,,,,,,,2,0,Completed,1.61,2.3,1.65,2.39,1.73,2.5,1.62,2.28
12,Delray Beach,Delray Beach Open,2/20/22,ATP250,Outdoor,Hard,Semifinals,3,Opelka R.,Millman J.,20,91,2051,738,7,6,6,7,7,6,,,,,2,1,Completed,1.44,2.75,1.45,2.99,1.48,2.99,1.43,2.8
12,Delray Beach,Delray Beach Open,2/20/22,ATP250,Outdoor,Hard,The Final,3,Norrie C.,Opelka R.,13,20,2910,2051,7,6,7,6,,,,,,,2,0,Completed,1.66,2.2,1.69,2.32,1.74,2.35,1.65,2.23
13,Doha,Qatar Exxon Mobil Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Molcan A.,O Connell C.,73,148,876,463,6,7,7,6,6,4,,,,,2,1,Completed,2.2,1.66,2.18,1.75,2.34,1.76,2.15,1.69
13,Doha,Qatar Exxon Mobil Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Eubanks C.,55,167,1095,382,7,6,1,6,6,4,,,,,2,1,Completed,1.4,3,1.48,2.84,1.48,3.4,1.4,2.91
13,Doha,Qatar Exxon Mobil Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Fabbiano T.,50,192,1149,336,6,2,7,6,,,,,,,2,0,Completed,1.16,5,1.19,5.38,1.22,5.43,1.17,4.96
13,Doha,Qatar Exxon Mobil Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Mcdonald M.,27,51,1770,1146,7,6,6,3,,,,,,,2,0,Completed,1.5,2.62,1.52,2.69,1.52,2.94,1.48,2.63
13,Doha,Qatar Exxon Mobil Open,2/14/22,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Gerasimov E.,28,124,1702,574,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,1.46,2.91,1.5,3.4,1.43,2.79
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Ymer E.,Sousa J.,138,86,505,762,2,6,6,3,7,5,,,,,2,1,Completed,,,,,5.5,1.14,5.5,1.14
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Kovalik J.,31,183,1638,351,6,2,6,4,,,,,,,2,0,Completed,1.14,5.5,1.16,5.93,1.17,6.15,1.14,5.52
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Vesely J.,61,121,1042,585,3,6,7,6,6,4,,,,,2,1,Completed,1.5,2.62,1.54,2.63,1.54,2.79,1.5,2.56
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Jaziri M.,47,303,1160,169,6,1,6,3,,,,,,,2,0,Completed,1.04,13,1.06,11.34,1.06,20,1.03,12.81
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Harris L.,36,35,1427,1477,6,4,7,6,,,,,,,2,0,Completed,1.72,2.1,1.79,2.18,1.79,2.26,1.72,2.11
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Daniel T.,87,110,761,631,6,2,6,2,,,,,,,2,0,Completed,1.36,3.2,1.46,2.92,1.46,3.5,1.36,3.11
13,Doha,Qatar Exxon Mobil Open,2/15/22,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Goffin D.,71,48,901,1156,4,6,6,4,6,1,,,,,2,1,Completed,1.28,3.75,1.29,3.94,1.35,4,1.29,3.55
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Molcan A.,12,73,2930,876,6,4,6,0,,,,,,,2,0,Completed,1.22,4.33,1.25,4.44,1.27,4.44,1.23,4.04
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Rinderknech A.,Bublik A.,61,31,1042,1638,6,7,6,1,6,4,,,,,2,1,Completed,2.3,1.61,2.31,1.69,2.4,1.69,2.27,1.62
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,Kwon S.W.,36,55,1427,1095,6,3,6,7,6,3,,,,,2,1,Completed,1.61,2.3,1.56,2.6,1.63,2.6,1.57,2.39
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Van De Zandschulp B.,24,50,1840,1149,6,3,7,5,,,,,,,2,0,Completed,1.66,2.2,1.77,2.18,1.77,2.32,1.68,2.18
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,Ymer E.,22,138,2016,505,6,4,7,5,,,,,,,2,0,Completed,1.61,2.3,1.67,2.36,1.68,2.41,1.62,2.29
13,Doha,Qatar Exxon Mobil Open,2/16/22,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Evans D.,47,28,1160,1702,4,6,7,5,6,4,,,,,2,1,Completed,2.37,1.57,2.34,1.68,2.56,1.68,2.34,1.59
