WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,1/25/20,Grand Slam,Outdoor,Hard,3rd Round,3,Muguruza G.,Svitolina E.,32,5,1526,5075,6,1,6,2,,,2,0,Completed,2.62,1.5,2.78,1.5,2.78,1.57,2.6,1.5
6,Melbourne,Australian Open,1/25/20,Grand Slam,Outdoor,Hard,3rd Round,3,Bertens K.,Diyas Z.,10,73,4165,835,6,2,7,6,,,2,0,Completed,1.5,2.62,1.56,2.59,1.59,2.7,1.51,2.58
6,Melbourne,Australian Open,1/26/20,Grand Slam,Outdoor,Hard,4th Round,3,Kvitova P.,Sakkari M.,8,23,4436,1845,6,7,6,3,6,2,2,1,Completed,1.4,3,1.4,3.21,1.44,3.32,1.39,3
6,Melbourne,Australian Open,1/26/20,Grand Slam,Outdoor,Hard,4th Round,3,Kenin S.,Gauff C.,15,67,2565,885,6,7,6,3,6,0,2,1,Completed,1.61,2.3,1.6,2.5,1.73,2.5,1.64,2.27
6,Melbourne,Australian Open,1/26/20,Grand Slam,Outdoor,Hard,4th Round,3,Jabeur O.,Wang Q.,78,29,770,1593,7,6,6,1,,,2,0,Completed,2.62,1.5,2.63,1.55,2.7,1.57,2.57,1.51
6,Melbourne,Australian Open,1/26/20,Grand Slam,Outdoor,Hard,4th Round,3,Barty A.,Riske A.,1,19,8017,2130,6,3,1,6,6,4,2,1,Completed,1.22,4.33,1.25,4.49,1.27,4.49,1.23,4.19
6,Melbourne,Australian Open,1/27/20,Grand Slam,Outdoor,Hard,4th Round,3,Halep S.,Mertens E.,3,17,5561,2250,6,4,6,4,,,2,0,Completed,1.53,2.5,1.65,2.39,1.66,2.63,1.58,2.38
6,Melbourne,Australian Open,1/27/20,Grand Slam,Outdoor,Hard,4th Round,3,Kontaveit A.,Swiatek I.,31,56,1575,997,6,7,7,5,7,5,2,1,Completed,1.61,2.3,1.66,2.36,1.75,2.44,1.63,2.29
6,Melbourne,Australian Open,1/27/20,Grand Slam,Outdoor,Hard,4th Round,3,Muguruza G.,Bertens K.,32,10,1526,4165,6,3,6,3,,,2,0,Completed,1.66,2.2,1.71,2.27,1.71,2.36,1.66,2.23
6,Melbourne,Australian Open,1/27/20,Grand Slam,Outdoor,Hard,4th Round,3,Pavlyuchenkova A.,Kerber A.,30,18,1585,2175,6,7,7,6,6,2,2,1,Completed,1.72,2.1,1.74,2.22,1.85,2.22,1.74,2.1
6,Melbourne,Australian Open,1/28/20,Grand Slam,Outdoor,Hard,Quarterfinals,3,Kenin S.,Jabeur O.,15,78,2565,770,6,4,6,4,,,2,0,Completed,1.44,2.75,1.47,2.92,1.51,3.12,1.44,2.82
6,Melbourne,Australian Open,1/28/20,Grand Slam,Outdoor,Hard,Quarterfinals,3,Barty A.,Kvitova P.,1,8,8017,4436,7,6,6,2,,,2,0,Completed,1.66,2.2,1.76,2.19,1.77,2.25,1.71,2.15
6,Melbourne,Australian Open,1/29/20,Grand Slam,Outdoor,Hard,Quarterfinals,3,Halep S.,Kontaveit A.,3,31,5561,1575,6,1,6,1,,,2,0,Completed,1.33,3.4,1.35,3.54,1.4,3.63,1.35,3.25
6,Melbourne,Australian Open,1/29/20,Grand Slam,Outdoor,Hard,Quarterfinals,3,Muguruza G.,Pavlyuchenkova A.,32,30,1526,1585,7,5,6,3,,,2,0,Completed,1.53,2.5,1.59,2.53,1.61,2.66,1.54,2.49
6,Melbourne,Australian Open,1/30/20,Grand Slam,Outdoor,Hard,Semifinals,3,Kenin S.,Barty A.,15,1,2565,8017,7,6,7,5,,,2,0,Completed,3.75,1.28,3.81,1.32,4.03,1.35,3.6,1.3
6,Melbourne,Australian Open,1/30/20,Grand Slam,Outdoor,Hard,Semifinals,3,Muguruza G.,Halep S.,32,3,1526,5561,7,6,7,5,,,2,0,Completed,2.3,1.61,2.53,1.6,2.53,1.65,2.37,1.6
6,Melbourne,Australian Open,2/1/20,Grand Slam,Outdoor,Hard,The Final,3,Kenin S.,Muguruza G.,15,32,2565,1526,4,6,6,2,6,2,2,1,Completed,2.62,1.53,2.62,1.57,2.7,1.57,2.56,1.53
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,Kung L.,Cheapchandej P.,283,731,196,31,6,0,6,3,,,2,0,Completed,1.28,3.5,1.34,3.54,1.34,3.75,1.29,3.52
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,Zheng S.,Kostic N.,36,183,1380,321,7,6,6,0,,,2,0,Completed,1.08,8,1.1,8.18,1.11,8.5,1.09,7.29
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,You X.,Perez E.,210,251,283,229,7,6,6,2,,,2,0,Completed,2,1.72,2.21,1.74,2.3,1.8,2.09,1.72
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,Sanders S.,Eikeri U.,319,243,159,235,6,3,6,4,,,2,0,Completed,1.28,3.5,1.34,3.53,1.34,3.75,1.3,3.45
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,Hibino N.,Rodionova Ar.,84,148,740,407,7,6,7,5,,,2,0,Completed,1.57,2.25,1.64,2.38,1.7,2.4,1.62,2.26
7,Hua Hin,Thailand Open,2/10/20,International,Outdoor,Hard,1st Round,3,Plipuech P.,Paquet C.,286,165,194,359,7,6,3,6,6,4,2,1,Completed,3,1.36,3.01,1.44,3.05,1.47,2.86,1.41
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Haas B.,Muramatsu C.,140,214,431,276,3,6,7,5,6,3,2,1,Completed,1.57,2.25,1.58,2.53,1.67,2.55,1.6,2.31
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Kawa K.,Raina A.,128,175,485,339,3,6,6,0,6,1,2,1,Completed,2.2,1.61,2.33,1.67,2.35,1.72,2.21,1.65
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Peng S.,Yuan Y.,106,205,613,284,6,1,6,0,,,2,0,Completed,1.11,6.5,1.13,6.77,1.15,7.2,1.11,6.3
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Wang Q.,Han X.,27,187,1703,313,6,1,6,1,,,2,0,Completed,1.08,8,1.11,7.79,1.11,9.15,1.08,7.59
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Zhu L.,Flink V.,70,135,855,451,6,4,6,2,,,2,0,Completed,1.28,3.5,1.29,3.9,1.33,3.95,1.28,3.59
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Tig P.M.,Wang Yaf.,105,56,623,1015,6,1,1,6,7,6,2,1,Completed,2.75,1.4,2.99,1.44,3.09,1.45,2.9,1.4
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Liang E.S.,Wang Xin.,238,141,242,430,6,3,6,0,,,2,0,Completed,2.37,1.53,2.53,1.58,2.7,1.58,2.48,1.53
7,Hua Hin,Thailand Open,2/11/20,International,Outdoor,Hard,1st Round,3,Wang Xiy.,Martic P.,134,15,455,2586,6,3,6,4,,,2,0,Completed,3.5,1.28,4.17,1.27,4.2,1.35,3.68,1.27
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,1st Round,3,Linette M.,Bondarenko K.,42,495,1212,76,6,2,6,2,,,2,0,Completed,1.36,3,1.43,3.04,1.44,3.1,1.39,2.96
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,1st Round,3,Svitolina E.,Schoofs B.,4,195,4775,297,6,2,6,4,,,2,0,Completed,1.08,8,1.07,10.18,1.11,10.18,1.07,8.24
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,2nd Round,3,Zheng S.,Liang E.S.,36,238,1380,242,6,4,6,3,,,2,0,Completed,1.16,5,1.18,5.57,1.2,5.6,1.17,4.94
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,2nd Round,3,Hibino N.,Plipuech P.,84,286,740,194,6,0,6,1,,,2,0,Completed,1.11,6.5,1.14,6.95,1.14,7.2,1.12,6.27
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,2nd Round,3,Kung L.,Zhu L.,283,70,196,855,6,3,6,1,,,2,0,Completed,5,1.16,5.09,1.21,5.2,1.23,4.75,1.18
7,Hua Hin,Thailand Open,2/12/20,International,Outdoor,Hard,2nd Round,3,Wang Q.,Kawa K.,27,128,1703,485,6,3,6,4,,,2,0,Completed,1.14,5.5,1.17,5.85,1.18,6.5,1.15,5.3
7,Hua Hin,Thailand Open,2/13/20,International,Outdoor,Hard,2nd Round,3,Wang Xiy.,Haas B.,134,140,455,431,6,3,6,4,,,2,0,Completed,1.33,3.25,1.34,3.56,1.36,3.56,1.32,3.31
7,Hua Hin,Thailand Open,2/13/20,International,Outdoor,Hard,2nd Round,3,Tig P.M.,You X.,105,210,623,283,6,1,6,3,,,2,0,Completed,1.28,3.5,1.33,3.64,1.34,4,1.29,3.54
7,Hua Hin,Thailand Open,2/13/20,International,Outdoor,Hard,2nd Round,3,Linette M.,Peng S.,42,106,1212,613,7,5,6,1,,,2,0,Completed,1.8,1.9,1.83,2.09,1.86,2.31,1.77,2.03
7,Hua Hin,Thailand Open,2/13/20,International,Outdoor,Hard,2nd Round,3,Svitolina E.,Sanders S.,4,319,4775,159,6,1,6,2,,,2,0,Completed,1.1,7,1.13,7.11,1.15,7.25,1.11,6.44
7,Hua Hin,Thailand Open,2/14/20,International,Outdoor,Hard,Quarterfinals,3,Tig P.M.,Zheng S.,105,36,623,1380,6,4,6,2,,,2,0,Completed,3,1.4,2.88,1.49,3.25,1.49,2.8,1.43
7,Hua Hin,Thailand Open,2/14/20,International,Outdoor,Hard,Quarterfinals,3,Linette M.,Wang Xiy.,42,134,1212,455,2,6,6,3,6,3,2,1,Completed,1.57,2.37,1.58,2.57,1.63,2.57,1.57,2.38
7,Hua Hin,Thailand Open,2/14/20,International,Outdoor,Hard,Quarterfinals,3,Hibino N.,Svitolina E.,84,4,740,4775,6,4,6,2,,,2,0,Completed,5,1.16,5.32,1.2,5.32,1.22,4.79,1.18
7,Hua Hin,Thailand Open,2/14/20,International,Outdoor,Hard,Quarterfinals,3,Kung L.,Wang Q.,283,27,196,1703,7,5,4,6,6,4,2,1,Completed,6.5,1.11,7.07,1.14,8.5,1.14,6.91,1.1
7,Hua Hin,Thailand Open,2/15/20,International,Outdoor,Hard,Semifinals,3,Linette M.,Tig P.M.,42,105,1212,623,7,5,6,4,,,2,0,Completed,1.5,2.62,1.57,2.61,1.59,2.64,1.52,2.52
7,Hua Hin,Thailand Open,2/15/20,International,Outdoor,Hard,Semifinals,3,Kung L.,Hibino N.,283,84,196,740,7,5,4,6,6,3,2,1,Completed,3.4,1.33,3.75,1.33,3.75,1.34,3.42,1.31
7,Hua Hin,Thailand Open,2/16/20,International,Outdoor,Hard,The Final,3,Linette M.,Kung L.,42,283,1212,196,6,3,6,2,,,2,0,Completed,1.3,3.5,1.29,4.09,1.34,4.09,1.29,3.54
8,St. Petersburg,Ladies Trophy,2/10/20,International,Indoor,Hard,1st Round,3,Rybakina E.,Siniakova K.,25,59,1866,996,6,3,6,4,,,2,0,Completed,1.22,4,1.27,4.17,1.32,4.33,1.24,3.97
8,St. Petersburg,Ladies Trophy,2/10/20,International,Indoor,Hard,1st Round,3,Potapova A.,Samsonova L.,101,115,651,562,6,2,6,4,,,2,0,Completed,2.1,1.66,2.01,1.88,2.17,1.88,2,1.8
8,St. Petersburg,Ladies Trophy,2/10/20,International,Indoor,Hard,1st Round,3,Sakkari M.,Diatchenko V.,21,89,1955,709,3,6,6,4,7,6,2,1,Completed,1.4,2.75,1.5,2.76,1.51,3.15,1.41,2.87
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Dodin O.,Kuzmova V.,159,65,370,905,6,2,6,2,,,2,0,Completed,1.53,2.37,1.66,2.34,1.66,2.5,1.57,2.37
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Van Uytvanck A.,Mladenovic K.,47,37,1150,1360,6,4,6,1,,,2,0,Completed,2.1,1.66,2.19,1.75,2.33,1.78,2.13,1.7
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Tomljanovic A.,Vondrousova M.,57,17,1005,2430,3,6,6,3,6,4,2,1,Completed,2.75,1.4,2.91,1.46,2.95,1.64,2.76,1.44
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Kudermetova V.,Putintseva Y.,38,34,1353,1475,7,6,1,6,7,5,2,1,Completed,2.25,1.57,2.37,1.65,2.4,1.68,2.24,1.64
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Vekic D.,Ahn K.,23,97,1935,670,6,4,6,1,,,2,0,Completed,1.16,5,1.18,5.52,1.19,5.65,1.17,4.98
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Ferro F.,Garcia C.,58,46,1004,1175,7,5,3,6,6,3,2,1,Completed,2.62,1.44,2.73,1.5,2.85,1.54,2.69,1.46
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Kuznetsova S.,Brady J.,49,52,1123,1104,6,3,6,1,,,2,0,Completed,2.37,1.53,2.24,1.72,2.45,1.73,2.23,1.65
8,St. Petersburg,Ladies Trophy,2/11/20,International,Indoor,Hard,1st Round,3,Alexandrova E.,Kasatkina D.,28,71,1700,850,6,4,3,6,6,4,2,1,Completed,1.36,3,1.43,3.04,1.44,3.12,1.39,2.96
8,St. Petersburg,Ladies Trophy,2/12/20,International,Indoor,Hard,1st Round,3,Cornet A.,Ostapenko J.,61,40,965,1310,6,1,6,2,,,2,0,Completed,2.2,1.61,2.37,1.65,2.37,1.67,2.25,1.63
8,St. Petersburg,Ladies Trophy,2/12/20,International,Indoor,Hard,2nd Round,3,Potapova A.,Tomljanovic A.,101,57,651,1005,7,6,6,3,,,2,0,Completed,2.2,1.61,2.25,1.72,2.3,1.73,2.18,1.67
8,St. Petersburg,Ladies Trophy,2/12/20,International,Indoor,Hard,2nd Round,3,Dodin O.,Konta J.,159,14,370,2753,6,3,6,4,,,2,0,Completed,2.2,1.61,2.37,1.66,2.37,1.7,2.22,1.65
8,St. Petersburg,Ladies Trophy,2/12/20,International,Indoor,Hard,2nd Round,3,Bencic B.,Kuznetsova S.,5,49,4675,1123,7,6,6,4,,,2,0,Completed,1.57,2.25,1.7,2.29,1.73,2.33,1.65,2.23
8,St. Petersburg,Ladies Trophy,2/12/20,International,Indoor,Hard,2nd Round,3,Rybakina E.,Ferro F.,25,58,1866,1004,6,3,6,4,,,2,0,Completed,1.18,4.5,1.19,5.39,1.24,5.55,1.18,4.84
8,St. Petersburg,Ladies Trophy,2/13/20,International,Indoor,Hard,2nd Round,3,Sakkari M.,Cornet A.,21,61,1955,965,6,2,6,4,,,2,0,Completed,1.72,2,1.81,2.11,1.87,2.12,1.79,2.01
8,St. Petersburg,Ladies Trophy,2/13/20,International,Indoor,Hard,2nd Round,3,Kvitova P.,Van Uytvanck A.,11,47,3466,1150,7,6,1,6,6,2,2,1,Completed,1.2,4.33,1.26,4.35,1.27,4.7,1.23,4.16
8,St. Petersburg,Ladies Trophy,2/13/20,International,Indoor,Hard,2nd Round,3,Alexandrova E.,Vekic D.,28,23,1700,1935,6,1,7,5,,,2,0,Completed,1.61,2.2,1.74,2.22,1.74,2.35,1.68,2.16
8,St. Petersburg,Ladies Trophy,2/13/20,International,Indoor,Hard,2nd Round,3,Bertens K.,Kudermetova V.,8,38,3965,1353,6,1,6,2,,,2,0,Completed,1.28,3.5,1.36,3.47,1.36,3.75,1.31,3.45
8,St. Petersburg,Ladies Trophy,2/14/20,International,Indoor,Hard,Quarterfinals,3,Rybakina E.,Dodin O.,25,159,1866,370,6,7,7,5,6,2,2,1,Completed,1.36,3.2,1.38,3.36,1.4,3.5,1.36,3.13
8,St. Petersburg,Ladies Trophy,2/14/20,International,Indoor,Hard,Quarterfinals,3,Sakkari M.,Bencic B.,21,5,1955,4675,2,6,6,4,6,3,2,1,Completed,2.2,1.66,2.38,1.67,2.38,1.69,2.25,1.64
8,St. Petersburg,Ladies Trophy,2/14/20,International,Indoor,Hard,Quarterfinals,3,Bertens K.,Potapova A.,8,101,3965,651,6,4,7,6,,,2,0,Completed,1.16,5,1.23,4.91,1.25,5,1.21,4.38
8,St. Petersburg,Ladies Trophy,2/14/20,International,Indoor,Hard,Quarterfinals,3,Alexandrova E.,Kvitova P.,28,11,1700,3466,,,,,,,,,Walkover,2.37,1.57,2.47,1.63,2.5,1.68,2.4,1.55
8,St. Petersburg,Ladies Trophy,2/15/20,International,Indoor,Hard,Semifinals,3,Rybakina E.,Sakkari M.,25,21,1866,1955,3,6,7,5,6,1,2,1,Completed,1.57,2.37,1.69,2.33,1.69,2.45,1.6,2.32
8,St. Petersburg,Ladies Trophy,2/15/20,International,Indoor,Hard,Semifinals,3,Bertens K.,Alexandrova E.,8,28,3965,1700,6,1,4,6,6,1,2,1,Completed,1.8,2,1.78,2.19,1.9,2.2,1.75,2.07
8,St. Petersburg,Ladies Trophy,2/16/20,International,Indoor,Hard,The Final,3,Bertens K.,Rybakina E.,8,25,3965,1866,6,1,6,3,,,2,0,Completed,1.57,2.37,1.6,2.55,1.61,2.59,1.56,2.41
9,Dubai,Dubai Duty Free Tennis Championships,2/17/20,Premier,Outdoor,Hard,1st Round,3,Strycova B.,Anisimova A.,35,29,1417,1613,7,6,2,6,6,4,2,1,Completed,3,1.36,3.19,1.4,3.42,1.43,2.99,1.38
9,Dubai,Dubai Duty Free Tennis Championships,2/17/20,Premier,Outdoor,Hard,1st Round,3,Mertens E.,Wang Q.,22,28,1950,1733,6,3,6,0,,,2,0,Completed,1.4,2.75,1.48,2.83,1.49,2.85,1.45,2.72
9,Dubai,Dubai Duty Free Tennis Championships,2/17/20,Premier,Outdoor,Hard,1st Round,3,Jabeur O.,Riske A.,45,18,1190,2360,7,6,1,6,6,3,2,1,Completed,2,1.72,2.09,1.81,2.15,1.85,2.02,1.77
9,Dubai,Dubai Duty Free Tennis Championships,2/17/20,Premier,Outdoor,Hard,1st Round,3,Muguruza G.,Clijsters K.,16,N/A,2527,N/A,6,2,7,6,,,2,0,Completed,1.06,10,1.1,8.29,1.11,10,1.08,7.89
9,Dubai,Dubai Duty Free Tennis Championships,2/17/20,Premier,Outdoor,Hard,1st Round,3,Vondrousova M.,Sevastova A.,17,41,2431,1288,6,3,6,2,,,2,0,Completed,1.44,2.62,1.52,2.69,1.52,2.95,1.45,2.68
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Siniakova K.,Muchova K.,58,27,996,1752,6,4,4,6,6,0,2,1,Completed,2.37,1.53,2.56,1.57,2.63,1.69,2.34,1.59
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Brady J.,Svitolina E.,52,6,1104,4650,6,2,6,1,,,2,0,Completed,2.25,1.57,2.41,1.63,2.75,1.71,2.28,1.62
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Mladenovic K.,Sasnovich A.,38,114,1360,577,6,4,6,3,,,2,0,Completed,1.83,1.83,1.88,2.02,1.95,2.02,1.86,1.92
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Bencic B.,31,4,1486,4720,1,6,6,1,6,1,2,1,Completed,2.1,1.66,2.14,1.78,2.25,1.78,2.13,1.7
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Kudermetova V.,Yastremska D.,39,26,1353,1785,5,7,6,3,7,6,2,1,Completed,2.75,1.4,3.17,1.4,3.17,1.45,2.91,1.4
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Martic P.,Hsieh S.W.,15,40,2586,1330,6,4,6,3,,,2,0,Completed,1.57,2.25,1.58,2.52,1.65,2.52,1.57,2.37
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Rybakina E.,Kenin S.,19,7,2141,4495,6,7,6,3,6,3,2,1,Completed,3.25,1.33,3.26,1.38,3.42,1.39,3.15,1.35
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Kontaveit A.,Cirstea S.,24,70,1881,855,6,1,6,3,,,2,0,Completed,1.4,2.75,1.42,3.06,1.43,3.2,1.37,3.02
9,Dubai,Dubai Duty Free Tennis Championships,2/18/20,Premier,Outdoor,Hard,1st Round,3,Sabalenka A.,Sakkari M.,13,21,2820,2085,6,2,4,6,6,1,2,1,Completed,1.53,2.37,1.61,2.46,1.62,2.5,1.57,2.38
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Brady J.,Vondrousova M.,52,17,1104,2431,4,6,6,4,6,1,2,1,Completed,1.8,1.9,1.79,2.14,2.05,2.2,1.81,1.98
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Mladenovic K.,3,38,5290,1360,6,1,6,2,,,2,0,Completed,1.36,3,1.43,3.07,1.44,3.32,1.38,2.99
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Muguruza G.,Kudermetova V.,16,39,2527,1353,7,5,4,6,6,4,2,1,Completed,1.28,3.5,1.34,3.62,1.38,3.62,1.32,3.35
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Martic P.,Strycova B.,15,35,2586,1417,6,3,6,3,,,2,0,Completed,1.36,3,1.4,3.2,1.43,3.25,1.38,3
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Rybakina E.,Siniakova K.,19,58,2141,996,6,3,6,3,,,2,0,Completed,1.36,3,1.48,2.86,1.49,3.05,1.42,2.81
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Sabalenka A.,Mertens E.,13,22,2820,1950,6,4,6,3,,,2,0,Completed,2,1.72,2.1,1.82,2.1,1.88,1.98,1.81
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Halep S.,Jabeur O.,2,45,5796,1190,1,6,6,2,7,6,2,1,Completed,1.28,3.5,1.3,3.89,1.33,3.89,1.3,3.5
9,Dubai,Dubai Duty Free Tennis Championships,2/19/20,Premier,Outdoor,Hard,2nd Round,3,Kontaveit A.,Pavlyuchenkova A.,24,31,1881,1486,7,6,7,5,,,2,0,Completed,1.72,2,1.87,2.04,1.91,2.04,1.82,1.97
9,Dubai,Dubai Duty Free Tennis Championships,2/20/20,Premier,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Pliskova Ka.,19,3,2141,5290,7,6,6,3,,,2,0,Completed,2.75,1.44,2.86,1.49,2.9,1.5,2.75,1.44
9,Dubai,Dubai Duty Free Tennis Championships,2/20/20,Premier,Outdoor,Hard,Quarterfinals,3,Brady J.,Muguruza G.,52,16,1104,2527,6,7,6,3,6,4,2,1,Completed,2.3,1.61,2.46,1.63,2.46,1.66,2.32,1.6
9,Dubai,Dubai Duty Free Tennis Championships,2/20/20,Premier,Outdoor,Hard,Quarterfinals,3,Martic P.,Kontaveit A.,15,24,2586,1881,7,6,6,1,,,2,0,Completed,2.37,1.57,2.5,1.61,2.5,1.63,2.4,1.56
9,Dubai,Dubai Duty Free Tennis Championships,2/20/20,Premier,Outdoor,Hard,Quarterfinals,3,Halep S.,Sabalenka A.,2,13,5796,2820,3,6,6,2,6,2,2,1,Completed,1.9,1.9,1.9,2.02,2.15,2.02,1.93,1.86
9,Dubai,Dubai Duty Free Tennis Championships,2/21/20,Premier,Outdoor,Hard,Semifinals,3,Rybakina E.,Martic P.,19,15,2141,2586,7,6,7,6,,,2,0,Completed,1.66,2.2,1.7,2.31,1.72,2.45,1.65,2.22
9,Dubai,Dubai Duty Free Tennis Championships,2/21/20,Premier,Outdoor,Hard,Semifinals,3,Halep S.,Brady J.,2,52,5796,1104,6,2,6,0,,,2,0,Completed,1.4,3,1.39,3.31,1.44,3.35,1.39,2.96
9,Dubai,Dubai Duty Free Tennis Championships,2/22/20,Premier,Outdoor,Hard,The Final,3,Halep S.,Rybakina E.,2,19,5796,2141,3,6,6,3,7,6,2,1,Completed,1.44,2.75,1.47,2.95,1.47,3.2,1.41,2.87
10,Acapulco,Abierto Mexicano,2/24/20,International,Outdoor,Clay,1st Round,3,Potapova A.,Schmiedlova A.,97,200,666,293,4,6,7,5,6,1,2,1,Completed,1.4,2.75,1.47,2.87,1.47,3.12,1.4,2.89
10,Acapulco,Abierto Mexicano,2/24/20,International,Outdoor,Clay,1st Round,3,Watson H.,Vandeweghe C.,69,193,844,305,4,6,6,4,6,4,2,1,Completed,1.83,1.83,1.81,2.11,1.92,2.11,1.8,1.99
10,Acapulco,Abierto Mexicano,2/24/20,International,Outdoor,Clay,1st Round,3,Hibino N.,Rus A.,71,75,821,789,6,3,6,1,,,2,0,Completed,1.72,2,1.93,1.95,1.93,2.1,1.83,1.95
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Bondarenko K.,Kovinic D.,494,87,77,714,6,7,6,4,6,2,2,1,Completed,1.66,2.1,1.81,2.1,1.81,2.18,1.73,2.08
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Maria T.,Bouzkova M.,90,57,701,985,6,4,1,6,6,2,2,1,Completed,3,1.36,3.33,1.37,3.5,1.37,3.16,1.34
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Zidansek T.,Kalinskaya A.,74,111,790,596,6,3,6,4,,,2,0,Completed,2.1,1.66,2.13,1.79,2.16,1.8,2.07,1.74
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Wang Xiy.,Wang Yaf.,127,56,506,1015,6,4,7,6,,,2,0,Completed,1.9,1.8,1.9,1.99,2.2,1.99,1.9,1.88
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Juvan K.,Williams V.,125,64,510,899,4,6,7,6,6,2,2,1,Completed,1.72,2,1.79,2.13,2.05,2.13,1.81,1.98
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Zhu L.,Zavatska K.,77,106,785,627,7,6,6,2,,,2,0,Completed,1.4,2.75,1.5,2.78,1.5,3.07,1.44,2.74
10,Acapulco,Abierto Mexicano,2/25/20,International,Outdoor,Clay,1st Round,3,Boulter K.,Di Lorenzo F.,394,120,110,537,2,6,6,3,6,2,2,1,Completed,,,,,2.47,1.55,2.47,1.55
10,Acapulco,Abierto Mexicano,2/26/20,International,Outdoor,Clay,1st Round,3,Fernandez L.A.,Stojanovic N.,190,82,313,751,6,4,6,1,,,2,0,Completed,1.53,2.37,1.58,2.53,1.62,2.56,1.54,2.44
